"","neuron_ID","animal_ID","treatment","sex","position","channels","cell_desc","assignment","cell_type","stim_type","stim_code","stim_amp","idc_amp","recovery_time","exp_phase","is_good_assign","WOI1","WOI2","spikes_count_pre","spikes_count_post","trials_count","spikes_std_pre","spikes_std_post","recording_time","template_time","delta_t","spikes_pre","spikes_post","max_bin_time","max_bin_count","max_bin_time_template","max_bin_count_template","bins","recording_filenames","recording_files_num","template_filenames","template_files_num","net_response","log_spikes_count_post","log_spikes_count_pre","t_test","evoked","polarity"
"27","SPC13_1_[4 15 20]-7_tactile1","SPC13","SPC","M",1,"[4, 15, 20]","tactile1",7,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",15,18,50,0.580288457473997,0.562791874388349,67430,67430,0,"Any[-44.1, -39.6, -24.4, -31.933333333333334, -31.166666666666668, -19.233333333333334, -7.833333333333333, -48.5, -34.06666666666667, -31.7, -34.233333333333334, -48.2, -41.53333333333333, -6.1, -30.7]","Any[44.43333333333333, 32.43333333333333, 44.7, 7.066666666666666, 26.6, 12.233333333333333, 37.03333333333333, 5.5, 14.466666666666667, 39.13333333333333, 25.266666666666666, 12.666666666666666, 24.966666666666665, 33.833333333333336, 31.333333333333332, 26.566666666666666, 8.366666666666667, 48.56666666666667]",12,2,0,0,"0:1:50","[""spc13_210517_184350.rhs"", ""spc13_210517_184405.rhs"", ""spc13_210517_184420.rhs"", ""spc13_210517_184435.rhs"", ""spc13_210517_184518.rhs""]","[1, 2, 3, 4, 5]","[""spc13_210517_184350.rhs"", ""spc13_210517_184405.rhs"", ""spc13_210517_184420.rhs"", ""spc13_210517_184435.rhs"", ""spc13_210517_184518.rhs""]","[1, 2, 3, 4, 5]",3,1.27875360095283,1.20411998265592,4.31509724086283e-46,TRUE,"Control"
"46","SPC14_1_[5 10 14]-2_tactile1","SPC14","SPC","M",1,"[5, 10, 14]","tactile1",2,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,58,50,0,0.765586343255672,63439,63439,0,"Any[]","Any[15.1, 27.7, 15.2, 18.966666666666665, 15.0, 21.3, 14.066666666666666, 19.966666666666665, 14.633333333333333, 32.0, 17.066666666666666, 16.333333333333332, 14.266666666666667, 16.966666666666665, 17.066666666666666, 19.866666666666667, 17.1, 19.333333333333332, 16.4, 23.733333333333334, 19.633333333333333, 14.5, 18.433333333333334, 14.433333333333334, 16.3, 19.333333333333332, 16.066666666666666, 18.566666666666666, 18.366666666666667, 19.7, 19.066666666666666, 18.933333333333334, 16.2, 19.333333333333332, 21.833333333333332, 23.466666666666665, 20.133333333333333, 22.833333333333332, 16.366666666666667, 23.566666666666666, 19.2, 19.666666666666668, 18.033333333333335, 16.5, 13.833333333333334, 22.266666666666666, 30.7, 34.06666666666667, 11.833333333333334, 33.96666666666667, 11.666666666666666, 13.533333333333333, 12.033333333333333, 16.1, 11.5, 16.1, 12.933333333333334, 14.566666666666666]",16,10,0,0,"0:1:50","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]",58,1.77085201164214,0,5.5670771011704e-94,TRUE,"Control"
"47","SPC14_1_[5 10 14]-3_tactile1","SPC14","SPC","M",1,"[5, 10, 14]","tactile1",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",36,53,50,0.83397254396151,1.25210027635202,63439,63439,0,"Any[-47.43333333333333, -9.466666666666667, -25.333333333333332, -10.666666666666666, -48.766666666666666, -17.933333333333334, -40.86666666666667, -37.93333333333333, -25.133333333333333, -17.566666666666666, -13.1, -49.266666666666666, -46.266666666666666, -41.86666666666667, -24.666666666666668, -44.93333333333333, -45.233333333333334, -44.56666666666667, -24.066666666666666, -6.766666666666667, -31.466666666666665, -31.433333333333334, -12.866666666666667, -6.866666666666666, -38.96666666666667, -7.0, -6.133333333333334, -6.0, -3.1, -37.43333333333333, -19.733333333333334, -39.63333333333333, -12.033333333333333, -38.43333333333333, -13.666666666666666, -22.566666666666666]","Any[16.9, 31.2, 34.86666666666667, 29.066666666666666, 42.0, 21.833333333333332, 23.666666666666668, 17.333333333333332, 45.166666666666664, 48.1, 7.766666666666667, 5.033333333333333, 7.766666666666667, 3.933333333333333, 11.466666666666667, 14.633333333333333, 20.833333333333332, 49.7, 12.933333333333334, 15.1, 21.1, 30.233333333333334, 38.13333333333333, 29.166666666666668, 5.3, 19.533333333333335, 22.433333333333334, 34.36666666666667, 9.966666666666667, 26.233333333333334, 11.966666666666667, 14.033333333333333, 35.1, 46.63333333333333, 44.6, 14.733333333333333, 27.833333333333332, 16.766666666666666, 33.3, 41.0, 21.766666666666666, 18.466666666666665, 38.4, 47.5, 33.5, 11.133333333333333, 26.1, 34.7, 38.63333333333333, 27.666666666666668, 10.766666666666667, 27.5, 49.9]",11,3,0,0,"0:1:50","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]",17,1.73239375982297,1.56820172406699,5.48073086029453e-82,TRUE,"Control"
"48","SPC14_1_[5 10 14]-4_tactile1","SPC14","SPC","M",1,"[5, 10, 14]","tactile1",4,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",22,37,50,0.540596797954986,0.777489418525016,63439,63439,0,"Any[-12.466666666666667, -10.033333333333333, -13.433333333333334, -40.8, -3.4, -20.0, -49.86666666666667, -48.43333333333333, -45.03333333333333, -43.3, -45.8, -16.333333333333332, -8.766666666666667, -18.833333333333332, -41.766666666666666, -39.06666666666667, -26.3, -42.93333333333333, -32.733333333333334, -48.43333333333333, -23.266666666666666, -10.7]","Any[11.666666666666666, 16.566666666666666, 18.733333333333334, 21.5, 45.46666666666667, 3.1333333333333333, 23.1, 41.46666666666667, 17.7, 16.6, 39.13333333333333, 7.7, 25.3, 5.1, 33.7, 6.066666666666666, 18.0, 5.066666666666666, 2.466666666666667, 49.43333333333333, 25.233333333333334, 23.033333333333335, 31.066666666666666, 18.133333333333333, 20.2, 10.2, 13.033333333333333, 33.333333333333336, 34.9, 12.2, 33.36666666666667, 8.766666666666667, 12.133333333333333, 15.233333333333333, 48.166666666666664, 17.033333333333335, 19.9]",17,3,0,0,"0:1:50","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]",15,1.57978359661681,1.36172783601759,3.44566172860187e-96,TRUE,"Control"
"49","SPC14_1_[5 10 14]-5_tactile1","SPC14","SPC","M",1,"[5, 10, 14]","tactile1",5,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",18,35,50,0.59795570104161,0.863074712399612,63439,63439,0,"Any[-40.233333333333334, -29.766666666666666, -30.1, -39.666666666666664, -24.5, -39.3, -40.46666666666667, -47.766666666666666, -8.466666666666667, -46.5, -11.266666666666667, -48.1, -18.533333333333335, -20.1, -24.8, -7.633333333333334, -38.63333333333333, -9.6]","Any[24.8, 6.1, 23.066666666666666, 19.4, 11.3, 5.1, 19.666666666666668, 11.166666666666666, 23.266666666666666, 46.0, 7.1, 12.4, 29.2, 47.333333333333336, 20.633333333333333, 36.56666666666667, 3.933333333333333, 13.433333333333334, 5.1, 10.933333333333334, 5.066666666666666, 13.833333333333334, 20.6, 22.233333333333334, 24.533333333333335, 49.9, 32.233333333333334, 19.133333333333333, 15.533333333333333, 21.833333333333332, 16.933333333333334, 8.733333333333333, 26.866666666666667, 28.7, 7.2]",5,3,0,0,"0:1:50","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]",17,1.55630250076729,1.27875360095283,7.27464753669598e-97,TRUE,"Control"
"50","SPC14_1_[5 10 14]-2_tactile1","SPC14","SPC","M",1,"[5, 10, 14]","tactile1",2,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,71,50,0,0.60911444586651,63531,63439,92,"Any[]","Any[12.466666666666667, 11.133333333333333, 17.2, 10.433333333333334, 11.866666666666667, 11.8, 14.033333333333333, 12.9, 25.833333333333332, 12.5, 17.533333333333335, 10.933333333333334, 14.533333333333333, 11.166666666666666, 13.0, 11.433333333333334, 14.466666666666667, 10.933333333333334, 13.8, 10.933333333333334, 16.666666666666668, 11.0, 10.6, 12.3, 11.966666666666667, 11.6, 12.266666666666667, 12.1, 11.633333333333333, 19.533333333333335, 11.366666666666667, 20.866666666666667, 11.033333333333333, 17.033333333333335, 18.2, 11.466666666666667, 13.4, 13.8, 12.8, 31.4, 10.666666666666666, 13.266666666666667, 12.0, 17.1, 11.3, 17.733333333333334, 12.2, 18.666666666666668, 10.733333333333333, 12.933333333333334, 13.3, 12.933333333333334, 11.966666666666667, 10.933333333333334, 13.133333333333333, 15.1, 14.366666666666667, 13.433333333333334, 13.266666666666667, 20.3, 15.166666666666666, 12.266666666666667, 13.666666666666666, 12.466666666666667, 12.6, 12.7, 23.733333333333334, 11.9, 18.433333333333334, 13.3, 11.766666666666667]",11,16,0,0,"0:1:50","[""spc14_210520_173851.rhs"", ""spc14_210520_173907.rhs"", ""spc14_210520_173923.rhs"", ""spc14_210520_173939.rhs"", ""spc14_210520_173955.rhs""]","[6, 7, 8, 9, 10]","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]",71,1.85733249643127,0,3.78006996698156e-103,TRUE,"Control"
"51","SPC14_1_[5 10 14]-3_tactile1","SPC14","SPC","M",1,"[5, 10, 14]","tactile1",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",52,51,50,0.87970310390518,0.82040308659207,63531,63439,92,"Any[-49.93333333333333, -29.433333333333334, -39.5, -2.9, -41.96666666666667, -28.933333333333334, -40.53333333333333, -26.166666666666668, -45.96666666666667, -37.63333333333333, -34.43333333333333, -28.6, -33.666666666666664, -19.833333333333332, -44.166666666666664, -18.966666666666665, -17.066666666666666, -33.7, -11.033333333333333, -32.63333333333333, -40.7, -5.233333333333333, -47.63333333333333, -38.5, -2.2666666666666666, -26.133333333333333, -5.1, -44.833333333333336, -44.766666666666666, -38.0, -29.166666666666668, -36.733333333333334, -6.966666666666667, -6.266666666666667, -18.7, -12.766666666666667, -21.1, -49.4, -43.96666666666667, -33.333333333333336, -25.566666666666666, -40.5, -37.766666666666666, -28.333333333333332, -39.666666666666664, -6.4, -36.0, -29.166666666666668, -14.633333333333333, -18.766666666666666, -10.066666666666666, -32.4]","Any[18.633333333333333, 10.6, 48.0, 7.4, 17.7, 15.8, 35.03333333333333, 29.366666666666667, 7.533333333333333, 38.233333333333334, 15.166666666666666, 13.733333333333333, 8.766666666666667, 43.2, 36.9, 18.166666666666668, 20.733333333333334, 5.366666666666666, 21.9, 43.9, 10.833333333333334, 20.033333333333335, 27.866666666666667, 7.1, 18.466666666666665, 38.53333333333333, 16.3, 45.43333333333333, 13.2, 37.833333333333336, 15.4, 9.966666666666667, 41.1, 47.833333333333336, 37.2, 38.93333333333333, 48.8, 7.0, 43.93333333333333, 21.7, 7.033333333333333, 15.433333333333334, 7.066666666666666, 13.4, 42.06666666666667, 47.3, 18.4, 27.9, 32.03333333333333, 20.4, 22.433333333333334]",7,5,0,0,"0:1:50","[""spc14_210520_173851.rhs"", ""spc14_210520_173907.rhs"", ""spc14_210520_173923.rhs"", ""spc14_210520_173939.rhs"", ""spc14_210520_173955.rhs""]","[6, 7, 8, 9, 10]","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]",-1,1.7160033436348,1.72427586960079,5.79015122581785e-08,TRUE,"Control"
"52","SPC14_1_[5 10 14]-4_tactile1","SPC14","SPC","M",1,"[5, 10, 14]","tactile1",4,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",17,24,50,0.592814112035612,0.735124590301063,63531,63439,92,"Any[-31.366666666666667, -22.766666666666666, -16.1, -3.1333333333333333, -21.833333333333332, -13.533333333333333, -24.333333333333332, -32.266666666666666, -28.933333333333334, -44.5, -26.766666666666666, -48.86666666666667, -17.5, -27.866666666666667, -21.633333333333333, -21.3, -17.8]","Any[23.066666666666666, 13.0, 10.333333333333334, 17.766666666666666, 24.4, 12.333333333333334, 4.533333333333333, 7.566666666666666, 10.933333333333334, 7.466666666666667, 27.9, 4.533333333333333, 27.1, 4.2, 17.4, 20.0, 13.8, 9.866666666666667, 41.666666666666664, 25.9, 35.13333333333333, 38.4, 11.1, 24.0]",4,3,0,0,"0:1:50","[""spc14_210520_173851.rhs"", ""spc14_210520_173907.rhs"", ""spc14_210520_173923.rhs"", ""spc14_210520_173939.rhs"", ""spc14_210520_173955.rhs""]","[6, 7, 8, 9, 10]","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]",7,1.39794000867204,1.25527250510331,2.86254106093415e-71,TRUE,"Control"
"53","SPC14_1_[5 10 14]-5_tactile1","SPC14","SPC","M",1,"[5, 10, 14]","tactile1",5,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",20,28,50,0.606091526731326,0.760236268322861,63531,63439,92,"Any[-18.833333333333332, -11.766666666666667, -40.833333333333336, -10.666666666666666, -34.0, -41.6, -22.2, -2.6, -7.766666666666667, -21.833333333333332, -22.933333333333334, -32.833333333333336, -5.866666666666666, -23.5, -43.4, -8.366666666666667, -32.266666666666666, -33.266666666666666, -49.9, -28.733333333333334]","Any[22.133333333333333, 46.5, 32.13333333333333, 43.833333333333336, 23.366666666666667, 39.5, 5.1, 16.9, 49.0, 13.566666666666666, 17.433333333333334, 2.566666666666667, 27.933333333333334, 41.1, 23.0, 20.366666666666667, 31.066666666666666, 8.8, 6.966666666666667, 5.1, 8.333333333333334, 12.566666666666666, 40.13333333333333, 38.666666666666664, 17.466666666666665, 49.1, 3.433333333333333, 19.8]",5,2,0,0,"0:1:50","[""spc14_210520_173851.rhs"", ""spc14_210520_173907.rhs"", ""spc14_210520_173923.rhs"", ""spc14_210520_173939.rhs"", ""spc14_210520_173955.rhs""]","[6, 7, 8, 9, 10]","[""spc14_210520_173719.rhs"", ""spc14_210520_173735.rhs"", ""spc14_210520_173751.rhs"", ""spc14_210520_173807.rhs"", ""spc14_210520_173823.rhs""]","[1, 2, 3, 4, 5]",8,1.46239799789896,1.32221929473392,3.74310195594762e-75,TRUE,"Control"
"54","SPC14_3_[11 22 27]-2_tactile1","SPC14","SPC","M",3,"[11, 22, 27]","tactile1",2,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",120,136,50,1.12485826771597,1.16128008188009,68601,68601,0,"Any[-22.133333333333333, -4.1, -48.63333333333333, -33.766666666666666, -27.266666666666666, -24.266666666666666, -3.533333333333333, -40.2, -20.633333333333333, -47.53333333333333, -29.966666666666665, -23.1, -5.6, -39.733333333333334, -21.933333333333334, -7.166666666666667, -4.1, -43.733333333333334, -29.066666666666666, -4.633333333333334, -49.166666666666664, -32.1, -29.666666666666668, -16.3, -38.3, -17.033333333333335, -43.233333333333334, -28.7, -13.233333333333333, -38.06666666666667, -22.466666666666665, -3.0, -27.633333333333333, -13.666666666666666, -8.133333333333333, -35.8, -19.7, -30.766666666666666, -44.6, -25.433333333333334, -11.3, -9.933333333333334, -20.333333333333332, -45.2, -22.133333333333333, -4.433333333333334, -24.233333333333334, -48.13333333333333, -28.466666666666665, -35.6, -20.966666666666665, -8.3, -44.86666666666667, -29.333333333333332, -13.333333333333334, -46.766666666666666, -31.866666666666667, -17.433333333333334, -18.233333333333334, -49.7, -32.2, -16.4, -38.733333333333334, -23.066666666666666, -4.5, -18.033333333333335, -36.666666666666664, -22.266666666666666, -9.766666666666667, -23.166666666666668, -27.466666666666665, -12.133333333333333, -49.333333333333336, -32.13333333333333, -17.933333333333334, -49.46666666666667, -41.233333333333334, -24.066666666666666, -7.933333333333334, -48.1, -33.0, -43.4, -24.866666666666667, -6.033333333333333, -37.03333333333333, -27.1, -47.2, -14.433333333333334, -37.06666666666667, -18.933333333333334, -3.2666666666666666, -49.2, -37.666666666666664, -20.7, -5.533333333333333, -22.666666666666668, -44.03333333333333, -29.633333333333333, -13.0, -37.86666666666667, -22.766666666666666, -18.066666666666666, -6.6, -10.033333333333333, -44.2, -13.866666666666667, -41.56666666666667, -28.0, -13.6, -38.1, -35.5, -23.266666666666666, -2.3333333333333335, -38.233333333333334, -25.5, -2.6666666666666665, -25.0, -42.56666666666667, -35.13333333333333, -21.2]","Any[8.466666666666667, 49.46666666666667, 12.0, 26.333333333333332, 40.333333333333336, 8.466666666666667, 48.93333333333333, 8.533333333333333, 23.466666666666665, 34.0, 42.6, 47.6, 7.566666666666666, 21.366666666666667, 32.36666666666667, 46.3, 17.133333333333333, 31.333333333333332, 44.266666666666666, 8.833333333333334, 24.4, 34.46666666666667, 36.166666666666664, 8.7, 27.633333333333333, 41.4, 34.666666666666664, 49.2, 8.766666666666667, 25.5, 36.56666666666667, 49.96666666666667, 44.6, 4.5, 11.2, 27.9, 2.2, 9.0, 22.333333333333332, 10.666666666666666, 21.633333333333333, 28.566666666666666, 21.133333333333333, 23.066666666666666, 3.1333333333333333, 21.366666666666667, 43.733333333333334, 8.633333333333333, 25.333333333333332, 8.5, 15.5, 34.36666666666667, 16.6, 42.36666666666667, 7.466666666666667, 17.133333333333333, 30.233333333333334, 47.03333333333333, 4.766666666666667, 10.666666666666666, 27.866666666666667, 2.7, 8.933333333333334, 23.2, 34.4, 8.733333333333333, 22.533333333333335, 7.466666666666667, 15.266666666666667, 28.633333333333333, 47.733333333333334, 8.966666666666667, 26.0, 38.63333333333333, 47.833333333333336, 8.7, 25.0, 3.6666666666666665, 9.0, 23.333333333333332, 34.43333333333333, 47.56666666666667, 8.766666666666667, 24.866666666666667, 34.733333333333334, 48.3, 13.633333333333333, 31.4, 8.6, 22.9, 34.86666666666667, 48.6, 18.9, 34.5, 8.833333333333334, 8.533333333333333, 24.466666666666665, 43.63333333333333, 27.6, 40.86666666666667, 26.633333333333333, 40.63333333333333, 24.8, 16.433333333333334, 24.966666666666665, 39.166666666666664, 42.7, 8.466666666666667, 22.033333333333335, 35.4, 5.2, 30.0, 40.1, 20.5, 34.2, 48.93333333333333, 4.0, 9.4, 24.933333333333334, 38.766666666666666, 8.733333333333333, 12.933333333333334, 23.133333333333333, 35.0, 47.733333333333334, 16.966666666666665, 30.5, 41.2, 8.9, 23.9, 40.833333333333336, 6.533333333333333, 12.2, 42.8, 8.8, 28.333333333333332]",8,22,0,0,"0:1:50","[""spc14_210520_190321.rhs"", ""spc14_210520_190337.rhs"", ""spc14_210520_190353.rhs"", ""spc14_210520_190409.rhs"", ""spc14_210520_190425.rhs""]","[1, 2, 3, 4, 5]","[""spc14_210520_190321.rhs"", ""spc14_210520_190337.rhs"", ""spc14_210520_190353.rhs"", ""spc14_210520_190409.rhs"", ""spc14_210520_190425.rhs""]","[1, 2, 3, 4, 5]",16,2.13672056715641,2.08278537031645,2.0673473608103e-85,TRUE,"Control"
"55","SPC14_3_[11 22 27]-3_tactile1","SPC14","SPC","M",3,"[11, 22, 27]","tactile1",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,53,50,0,0.239897937482095,68601,68601,0,"Any[]","Any[7.966666666666667, 8.033333333333333, 8.033333333333333, 8.033333333333333, 8.1, 8.033333333333333, 8.066666666666666, 8.066666666666666, 8.1, 8.033333333333333, 8.0, 9.466666666666667, 8.066666666666666, 8.066666666666666, 8.033333333333333, 8.133333333333333, 8.0, 8.1, 8.1, 8.133333333333333, 8.166666666666666, 7.966666666666667, 9.366666666666667, 8.0, 8.066666666666666, 8.1, 8.0, 8.066666666666666, 8.033333333333333, 8.066666666666666, 8.1, 8.066666666666666, 7.933333333333334, 9.1, 7.966666666666667, 8.033333333333333, 8.066666666666666, 8.0, 8.1, 8.1, 8.033333333333333, 8.033333333333333, 8.066666666666666, 8.0, 8.066666666666666, 8.1, 8.033333333333333, 8.066666666666666, 8.066666666666666, 8.1, 8.033333333333333, 7.966666666666667, 8.066666666666666]",8,39,0,0,"0:1:50","[""spc14_210520_190321.rhs"", ""spc14_210520_190337.rhs"", ""spc14_210520_190353.rhs"", ""spc14_210520_190409.rhs"", ""spc14_210520_190425.rhs""]","[1, 2, 3, 4, 5]","[""spc14_210520_190321.rhs"", ""spc14_210520_190337.rhs"", ""spc14_210520_190353.rhs"", ""spc14_210520_190409.rhs"", ""spc14_210520_190425.rhs""]","[1, 2, 3, 4, 5]",53,1.73239375982297,0,9.35917089971591e-117,TRUE,"Control"
